Admin2,Crop,Area,Admin1
Simanjiro,cereals _vop,7700829.21466065,Manyara
Simanjiro,groundnut _vop,117599.501556397,Manyara
Simanjiro,pulses _vop,10807816.7484283,Manyara
Simanjiro,rice _vop,4649717.8170166,Manyara
Simanjiro,sorghum _vop,54315.6984119415,Manyara
Simanjiro,total _vop,19507503.770813,Manyara
Simanjiro,wheat _vop,1306311.09386063,Manyara
Singida Rural,banana_and_plantain _vop,0,Singida
Singida Rural,bean _vop,539375.703979492,Singida
Singida Rural,cassava _vop,745762.393371582,Singida
Singida Rural,cereals _vop,3220717.49462891,Singida
Singida Rural,groundnut _vop,82008.5002441406,Singida
Singida Rural,pulses _vop,4515504.02734375,Singida
Singida Rural,rice _vop,117589.899993897,Singida
Singida Rural,sorghum _vop,1233957.30029297,Singida
Singida Rural,total _vop,26292393.9765625,Singida
Singida Rural,wheat _vop,0,Singida
Singida Urban,banana_and_plantain _vop,0,Singida
Singida Urban,bean _vop,259434.399230957,Singida
Singida Urban,cassava _vop,854526.8984375,Singida
Singida Urban,cereals _vop,2274523.90625,Singida
Singida Urban,groundnut _vop,0,Singida
Singida Urban,pulses _vop,1313335.09375,Singida
Singida Urban,rice _vop,0,Singida
Singida Urban,sorghum _vop,747604.302734375,Singida
Singida Urban,total _vop,8346120.625,Singida
Singida Urban,wheat _vop,0,Singida
Songea Rural,banana_and_plantain _vop,1406303.29052734,Ruvuma
Songea Rural,bean _vop,3944942.55976105,Ruvuma
Songea Rural,cassava _vop,2993725.88769913,Ruvuma
Songea Rural,cereals _vop,22801930.7002182,Ruvuma
Songea Rural,groundnut _vop,561292.902133942,Ruvuma
Songea Rural,pulses _vop,4197033.29741669,Ruvuma
Songea Rural,rice _vop,8076340.12724686,Ruvuma
Songea Rural,sorghum _vop,3429.89994430542,Ruvuma
Songea Rural,total _vop,40297423.6548462,Ruvuma
Songea Rural,wheat _vop,520.700012207031,Ruvuma
Songea Urban,banana_and_plantain _vop,724457.390625,Ruvuma
Songea Urban,bean _vop,529694.984375,Ruvuma
Songea Urban,cassava _vop,588884.491455078,Ruvuma
Songea Urban,cereals _vop,7271495.5625,Ruvuma
Songea Urban,groundnut _vop,81872.9010009766,Ruvuma
Songea Urban,pulses _vop,560305.703125,Ruvuma
Songea Urban,rice _vop,1208657.8125,Ruvuma
Songea Urban,sorghum _vop,0,Ruvuma
Songea Urban,total _vop,10571512.4375,Ruvuma
Songea Urban,wheat _vop,0,Ruvuma
Songwe,banana_and_plantain _vop,0,Songwe
Songwe,bean _vop,4282272.47123718,Songwe
Songwe,cassava _vop,759906.797615051,Songwe
Songwe,cereals _vop,17731618.7597656,Songwe
Songwe,groundnut _vop,2557868.08343124,Songwe
Songwe,pulses _vop,4325527.79288483,Songwe
Songwe,rice _vop,1310413.19260407,Songwe
Songwe,sorghum _vop,1277321.89532471,Songwe
Songwe,total _vop,30967520.9922485,Songwe
Songwe,wheat _vop,0,Songwe
Sumbawanga Rural,banana_and_plantain _vop,1670477.96953201,Rukwa
Sumbawanga Rural,bean _vop,19034756.7021484,Rukwa
Sumbawanga Rural,cassava _vop,1536955.70410156,Rukwa
Sumbawanga Rural,cereals _vop,39094980.2441406,Rukwa
Sumbawanga Rural,groundnut _vop,3659746.89111328,Rukwa
Sumbawanga Rural,pulses _vop,19975020.1162109,Rukwa
Sumbawanga Rural,rice _vop,18224401.1425781,Rukwa
Sumbawanga Rural,sorghum _vop,2711667.59277344,Rukwa
Sumbawanga Rural,total _vop,92723712.3652344,Rukwa
Sumbawanga Rural,wheat _vop,230812.398872376,Rukwa
Sumbawanga Urban,banana_and_plantain _vop,1041581.77978516,Rukwa
Sumbawanga Urban,bean _vop,8013068.5390625,Rukwa
Sumbawanga Urban,cassava _vop,20328.1002502441,Rukwa
Sumbawanga Urban,cereals _vop,5982534.58398438,Rukwa
Sumbawanga Urban,groundnut _vop,78445.2006835938,Rukwa
Sumbawanga Urban,pulses _vop,7933731.20703125,Rukwa
Sumbawanga Urban,rice _vop,0,Rukwa
Sumbawanga Urban,sorghum _vop,0,Rukwa
Sumbawanga Urban,total _vop,37070770.09375,Rukwa
Sumbawanga Urban,wheat _vop,206402.498901367,Rukwa
Tabora,banana_and_plantain _vop,0,Tabora
Tabora,bean _vop,168566.299804688,Tabora
Tabora,cassava _vop,721057.901855469,Tabora
Tabora,cereals _vop,6165358.87890625,Tabora
Tabora,groundnut _vop,1309698.09375,Tabora
Tabora,pulses _vop,281871.096984863,Tabora
Tabora,rice _vop,3793767.85742187,Tabora
Tabora,sorghum _vop,35618.1000976563,Tabora
Tabora,total _vop,11473178.2734375,Tabora
Tabora,wheat _vop,0,Tabora
Tandahimba,banana_and_plantain _vop,0,Mtwara
Tandahimba,bean _vop,0,Mtwara
Tandahimba,cassava _vop,8070329.53320313,Mtwara
Tandahimba,cereals _vop,4248329.5859375,Mtwara
Tandahimba,groundnut _vop,7538005.21875,Mtwara
Tandahimba,pulses _vop,6411677.625,Mtwara
Tandahimba,rice _vop,2676086.11328125,Mtwara
Tandahimba,sorghum _vop,358636.09916687,Mtwara
Tandahimba,total _vop,73337972.96875,Mtwara
Tandahimba,wheat _vop,0,Mtwara
Tanga,banana_and_plantain _vop,0,Tanga
Tanga,bean _vop,0,Tanga
Tanga,cassava _vop,0,Tanga
Tanga,cereals _vop,0,Tanga
Tanga,groundnut _vop,0,Tanga
Tanga,pulses _vop,2329.19995117188,Tanga
Tanga,rice _vop,0,Tanga
Tanga,sorghum _vop,0,Tanga
Tanga,total _vop,4494643.859375,Tanga
Tanga,wheat _vop,0,Tanga
Tarime,banana_and_plantain _vop,30533249.265625,Mara
Tarime,bean _vop,5847780.578125,Mara
Tarime,cassava _vop,10823285.9785156,Mara
Tarime,cereals _vop,9467622.921875,Mara
Tarime,groundnut _vop,63107.9008789063,Mara
Tarime,pulses _vop,6573421.3046875,Mara
Tarime,rice _vop,654676.70703125,Mara
Tarime,sorghum _vop,4529414.48632812,Mara
Tarime,total _vop,70747553.375,Mara
Tarime,wheat _vop,0,Mara
Temeke,banana_and_plantain _vop,2282873.22070313,Dar es Salaam
Temeke,bean _vop,0,Dar es Salaam
Temeke,cassava _vop,696144.094726563,Dar es Salaam
Temeke,cereals _vop,834644.700195313,Dar es Salaam
Temeke,groundnut _vop,0,Dar es Salaam
Temeke,pulses _vop,21224.0000610352,Dar es Salaam
Temeke,rice _vop,519121.701171875,Dar es Salaam
Temeke,sorghum _vop,49415.599609375,Dar es Salaam
Temeke,total _vop,31062596.546875,Dar es Salaam
Temeke,wheat _vop,0,Dar es Salaam
Tunduma,banana_and_plantain _vop,873.100025177002,Songwe
Tunduma,bean _vop,704732.215820313,Songwe
Tunduma,cassava _vop,143225.700439453,Songwe
Tunduma,cereals _vop,1914966.8046875,Songwe
Tunduma,groundnut _vop,302862.298828125,Songwe
Tunduma,pulses _vop,717294.689453125,Songwe
Tunduma,rice _vop,447727.592285156,Songwe
Tunduma,sorghum _vop,339960.100769043,Songwe
Tunduma,total _vop,4899314.484375,Songwe
Tunduma,wheat _vop,0,Songwe
Tunduru,banana_and_plantain _vop,0,Ruvuma
Tunduru,bean _vop,521240.699691773,Ruvuma
Tunduru,cassava _vop,6198765.98001099,Ruvuma
Tunduru,cereals _vop,28168473.6940308,Ruvuma
Tunduru,groundnut _vop,1334327.39834595,Ruvuma
Tunduru,pulses _vop,3029675.0925293,Ruvuma
Tunduru,rice _vop,21610247.8333168,Ruvuma
Tunduru,sorghum _vop,624693.701229096,Ruvuma
Tunduru,total _vop,48970524.4537659,Ruvuma
Tunduru,wheat _vop,0,Ruvuma
Ukerewe,banana_and_plantain _vop,,Mwanza
Ukerewe,bean _vop,,Mwanza
Ukerewe,cassava _vop,,Mwanza
Ukerewe,cereals _vop,,Mwanza
Ukerewe,groundnut _vop,,Mwanza
Ukerewe,pulses _vop,,Mwanza
Ukerewe,rice _vop,,Mwanza
Ukerewe,sorghum _vop,,Mwanza
Ukerewe,total _vop,,Mwanza
Ukerewe,wheat _vop,,Mwanza
Ulanga,banana_and_plantain _vop,1323950.61120987,Morogoro
Ulanga,bean _vop,2486215.79050446,Morogoro
Ulanga,cassava _vop,1915194.50620079,Morogoro
Ulanga,cereals _vop,19635141.3165207,Morogoro
Ulanga,groundnut _vop,206466.200584412,Morogoro
Ulanga,pulses _vop,6988038.63580322,Morogoro
Ulanga,rice _vop,12867067.3287392,Morogoro
Ulanga,sorghum _vop,238849.700429916,Morogoro
Ulanga,total _vop,34742202.2116699,Morogoro
Ulanga,wheat _vop,0,Morogoro
Urambo,banana_and_plantain _vop,0,Tabora
Urambo,bean _vop,4518568.98266602,Tabora
Urambo,cassava _vop,2134489.40310669,Tabora
Urambo,cereals _vop,6779550.11676788,Tabora
Urambo,groundnut _vop,4042632.89314651,Tabora
Urambo,pulses _vop,4519375.46923828,Tabora
Urambo,rice _vop,1392367.39437103,Tabora
Urambo,sorghum _vop,51858.6002540588,Tabora
Urambo,total _vop,58829532.5727539,Tabora
Urambo,wheat _vop,0,Tabora
Uvinza,banana_and_plantain _vop,72115732.1667481,Kigoma
Uvinza,bean _vop,16615298.8176498,Kigoma
Uvinza,cassava _vop,20938509.8445435,Kigoma
Uvinza,cereals _vop,28480043.8134918,Kigoma
Uvinza,groundnut _vop,6474961.22363281,Kigoma
Uvinza,pulses _vop,22052482.0741882,Kigoma
Uvinza,rice _vop,17454009.5710449,Kigoma
Uvinza,sorghum _vop,0,Kigoma
Uvinza,total _vop,201021458.018799,Kigoma
Uvinza,wheat _vop,0,Kigoma
Uyui,banana_and_plantain _vop,0,Tabora
Uyui,bean _vop,2816068.89120483,Tabora
Uyui,cassava _vop,2413345.09072876,Tabora
Uyui,cereals _vop,14762816.6896973,Tabora
Uyui,groundnut _vop,62553564.2098389,Tabora
Uyui,pulses _vop,3465563.90789795,Tabora
Uyui,rice _vop,6882916.79150391,Tabora
Uyui,sorghum _vop,923251.298770905,Tabora
Uyui,total _vop,107928809.642578,Tabora
Uyui,wheat _vop,0,Tabora
Wanging'ombe,banana_and_plantain _vop,351089.69934082,Njombe
Wanging'ombe,bean _vop,7411735.7890625,Njombe
Wanging'ombe,cassava _vop,3023080.38790131,Njombe
Wanging'ombe,cereals _vop,10072183.5875244,Njombe
Wanging'ombe,groundnut _vop,15130947.546875,Njombe
Wanging'ombe,pulses _vop,10528099.9475708,Njombe
Wanging'ombe,rice _vop,0,Njombe
Wanging'ombe,sorghum _vop,32329.9996757507,Njombe
Wanging'ombe,total _vop,74680858.9829102,Njombe
Wanging'ombe,wheat _vop,613795.503417969,Njombe
Wete,banana_and_plantain _vop,,Kaskazini Pemba
Wete,bean _vop,,Kaskazini Pemba
Wete,cassava _vop,,Kaskazini Pemba
Wete,cereals _vop,,Kaskazini Pemba
Wete,groundnut _vop,,Kaskazini Pemba
Wete,pulses _vop,,Kaskazini Pemba
Wete,rice _vop,,Kaskazini Pemba
Wete,sorghum _vop,,Kaskazini Pemba
Wete,total _vop,,Kaskazini Pemba
Wete,wheat _vop,,Kaskazini Pemba
